Date,AM12,AM1,AM2,AM3,AM4,AM5,AM6,AM7,AM8,AM9,AM10,AM11,PM12,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11
12/30/08,10811,10157.28571,9794.142857,9586.285714,9571.571429,9790.428571,10320.28571,11154.57143,11826.71429,12062.57143,12104.28571,12065,11891.71429,11672.85714,11480.42857,11320.42857,11212.28571,11514.14286,12611.57143,12967.14286,12892.57143,12775.28571,12420.14286,11784.57143
12/31/08,10992,10323.71429,9917.714286,9724.571429,9687.285714,9868,10366.71429,11109.28571,11762.42857,12052.28571,12290.71429,12463.28571,12539,12534.71429,12472.57143,12405.28571,12414.71429,12821,13951.42857,14253.28571,13940.85714,13582.28571,13170.85714,12735.28571
1/1/09,12330.57143,11940,11643.71429,11421.71429,11320.57143,11374.28571,11587.28571,11878.71429,12027.28571,12095.71429,12200.14286,12271.71429,12235.57143,12055.57143,11792.42857,11555,11482.85714,11868.57143,12942.57143,13302.42857,13278.42857,13145.28571,12856.14286,12350
1/2/09,11676,11092.57143,10737.85714,10527.57143,10467.71429,10593.28571,10948.57143,11617.42857,12215.57143,12491.14286,12763.42857,12918.14286,12940.71429,12778,12489.14286,12157,11953.28571,12191.42857,13128.42857,13362.57143,13187.57143,12990.14286,12658.71429,12109.28571
1/3/09,11432.57143,10868.57143,10473.28571,10310.42857,10251.14286,10327.28571,10592.71429,11017.57143,11432,11752.85714,11848.28571,11831.28571,11692.14286,11460.85714,11187.85714,10975.42857,10908.28571,11273.28571,12302.42857,12651.28571,12578.28571,12489,12235.14286,11793.28571
1/4/09,11210.28571,10667.85714,10316,10151.57143,10089.42857,10110.42857,10269.28571,10564.28571,10868.28571,11143.85714,11298,11328.42857,11292.57143,11206.71429,11089.57143,10992,10999.85714,11377,12216.57143,12486.14286,12378.14286,12196.57143,11726.42857,11078.57143
1/5/09,10397.85714,9859.857143,9604.857143,9495,9516.285714,9779.714286,10477.57143,11737.28571,12556,12603.42857,12572,12557.28571,12444.28571,12353.85714,12234.71429,12124.14286,12099.57143,12440.42857,13316.42857,13604.42857,13475.57143,13222.14286,12732.57143,11928
1/6/09,11098,10502.28571,10188.14286,10067.85714,10070.85714,10295.57143,11003.85714,12248.28571,13087.57143,13192,13248.57143,13364.85714,13409.28571,13383.85714,13368.85714,13325.14286,13363,13769.42857,14416,14475.57143,14282,13917.57143,13324.85714,12443.28571
1/7/09,11578.28571,10939.57143,10579.85714,10394.85714,10355,10517.85714,11154.71429,12238.57143,13043.14286,13189.14286,13184.28571,13268.71429,13282.28571,13212.71429,13163.42857,13089.85714,13065.57143,13348.85714,14032.28571,14179.42857,13991,13731.42857,13259.42857,12461.57143
1/8/09,11675.28571,11117.42857,10824.71429,10691.28571,10727.42857,10946.57143,11629.57143,12857.57143,13623,13612.71429,13531.71429,13479.85714,13357.71429,13199.14286,13105,12977.14286,12977,13318.71429,14236.71429,14618.14286,14547.85714,14339.14286,13869.71429,13121.14286
1/9/09,12314,11728.42857,11403.57143,11302.14286,11317.85714,11572.14286,12249.71429,13502.57143,14235.28571,14174.71429,13954,13785,13584.57143,13341.14286,13124.57143,12943.14286,12837.57143,13095,13916.71429,14179.42857,13999.28571,13739.42857,13332.28571,12711.42857
1/10/09,11936.42857,11340.14286,10980.71429,10766,10668.42857,10686.85714,10919.71429,11293.71429,11781,12171.71429,12483.71429,12646.57143,12609.71429,12459.42857,12312.85714,12186.42857,12204.85714,12468.42857,13010.71429,13162,12927.57143,12677.71429,12261.57143,11694.85714
1/11/09,11051.71429,10496.71429,10128,9943.428571,9841.285714,9854.571429,10045.57143,10381.57143,10808.14286,11232.71429,11646.85714,11832.42857,11869.57143,11881.57143,11826.14286,11740.42857,11793.85714,12193.57143,13076.42857,13429.14286,13358.28571,13231.71429,12835.28571,12230.42857
1/12/09,11605.14286,11143.42857,10943.28571,10862.57143,10916.28571,11179,11952,13281.42857,14095,14059,13858,13686.57143,13467.57143,13329.28571,13143,12996.71429,12955.71429,13269.14286,14181.42857,14563.71429,14472.14286,14251.28571,13760.14286,12964
1/13/09,12176.28571,11568.71429,11298,11207.57143,11243.28571,11533.71429,12280.42857,13557.57143,14315,14230.57143,14065.42857,13939.28571,13766.14286,13596.85714,13478.28571,13369.14286,13346.57143,13634.28571,14374.42857,14717.85714,14641.85714,14372.28571,13860.28571,13125.71429
1/14/09,12342.42857,11826.85714,11606.57143,11604,11759.42857,12093.57143,12897,14269.71429,15038.71429,14927.71429,14754.71429,14616.57143,14465.28571,14289,14135.85714,13992.14286,13954.57143,14228.57143,15103.57143,15486.28571,15342.57143,15063.71429,14527.71429,13701.71429
1/15/09,12908.14286,12299,12064.57143,11986.14286,12037.85714,12337,13067.85714,14309.57143,15070.42857,15149.28571,15100.14286,14959.71429,14815.57143,14701,14616,14540.28571,14572.14286,14966.71429,15963.14286,16504.42857,16499.28571,16363.57143,15934.28571,15233.85714
1/16/09,14488,13977.85714,13792.42857,13746,13830.85714,14122.42857,14790.57143,15926.85714,16572.71429,16596.71429,16438,16248.28571,15963.85714,15688,15406.57143,15188.57143,15096.57143,15405.42857,16311.14286,16778.71429,16690.71429,16508,16192.14286,15609.57143
1/17/09,14968.28571,14466.85714,14272.14286,14201,14192.57143,14299.85714,14571.42857,14987.85714,15383.14286,15593.28571,15527.71429,15325.57143,14958.42857,14567.71429,14262.42857,14071.28571,14035,14300.42857,14931,15136.28571,14926,14619.42857,14157.71429,13546.42857
1/18/09,12858,12297.57143,11909.71429,11674.85714,11545.71429,11506.85714,11605.57143,11840.28571,12201.71429,12541.57143,12883.28571,12952.57143,12923.42857,12844.71429,12698.85714,12597,12538,12754.28571,13391.42857,13699.14286,13617.28571,13427.71429,13083.57143,12628.85714
1/19/09,12138.14286,11689.14286,11483.28571,11430.42857,11493.71429,11720.57143,12250.57143,13062,13774.42857,14095.57143,14309.85714,14305.71429,14180.28571,13993,13834.71429,13691.28571,13592.42857,13771.85714,14586.57143,15038.57143,14998.57143,14760,14292.85714,13585.57143
1/20/09,12869.28571,12383.71429,12182.85714,12164.42857,12283.14286,12611.57143,13332.57143,14488.71429,15279.57143,15380.14286,15265.57143,15032,14638.85714,14319.28571,14320.28571,14132.42857,14032.71429,14304.71429,15226.14286,15770.28571,15723.71429,15469.71429,14998,14228.42857
1/21/09,13441.85714,12958.14286,12750.57143,12702.28571,12785,13108.57143,13856.71429,15096.28571,15837.28571,15695.71429,15391.85714,15066.71429,14700.57143,14353.14286,14109.14286,13845,13733.14286,13961.42857,14873,15523.85714,15489.85714,15272.42857,14805.85714,14003.28571
1/22/09,13234.14286,12688.57143,12466.28571,12387.42857,12457.28571,12724,13433.14286,14676.14286,15347.85714,15061.71429,14614.71429,14174,13786.28571,13373,13056,12753.85714,12562.57143,12729.14286,13529,14223.71429,14247.42857,14117,13649.85714,12885.71429
1/23/09,12105.71429,11528.28571,11285.14286,11191.71429,11230.14286,11482.71429,12191.42857,13449.71429,14148.42857,13959.85714,13540.71429,13164.85714,12795.42857,12419.71429,12127.57143,11912.14286,11779.57143,11935.85714,12624.14286,12988.42857,12840.71429,12622.57143,12256.57143,11700.28571
1/24/09,10961.57143,10376.57143,10048.28571,9864.714286,9821.714286,9892.714286,10164.57143,10626,11224.85714,11778.28571,12248.14286,12477.71429,12476.42857,12292.57143,12019.71429,11795.42857,11743.42857,12028.28571,12894.14286,13577.14286,13632.57143,13544.42857,13332.57143,12920.71429
1/25/09,12432.42857,12010,11797.71429,11710,11712,11817.28571,12103.71429,12485,12911.71429,13199.28571,13210.57143,13124,12964,12751.85714,12547.42857,12420.85714,12468.42857,12803,13564.14286,14109.71429,14077.14286,13911.57143,13519,12912.57143
1/26/09,12258.85714,11814.28571,11586.71429,11554.85714,11618.71429,11890.14286,12605.71429,13845,14623.57143,14685.42857,14686.57143,14594.42857,14406,14200.71429,14016,13881.42857,13836.14286,14045,14740.85714,15136.28571,15011.85714,14688.71429,14114.57143,13277.85714
1/27/09,12388.42857,11781.71429,11509.14286,11377.28571,11407,11627.28571,12318.71429,13475.71429,14252.57143,14374.85714,14444,14446.57143,14400.57143,14292.42857,14179.71429,14097,14059.42857,14283.57143,14951.71429,15267.57143,15064.42857,14663.42857,14096.42857,13275.57143
1/28/09,12454.71429,11833.71429,11516,11381.71429,11352.14286,11520,12062.57143,12934.57143,13596.14286,13851.28571,14005.28571,14091,14075.28571,13934.28571,13784.85714,13644.42857,13543.28571,13653.42857,14116.14286,14484.28571,14342.14286,14030.42857,13519.14286,12753.57143
1/29/09,12006.28571,11479.71429,11233.71429,11163.28571,11235,11510,12226.42857,13364.14286,14116.85714,14213,13995,13786.14286,13526.28571,13292.42857,13079.57143,12893.57143,12791.28571,12988.28571,13753.14286,14429.42857,14453,14286.57143,13878.57143,13141.71429
1/30/09,12424.85714,11886.85714,11641,11573.57143,11618.42857,11890,12578,13731.14286,14407.28571,14316.28571,14019.42857,13798.71429,13553.42857,13312.28571,13128,12967.42857,12880,13072.14286,13749,14356.85714,14284.71429,14094,13750.57143,13222.28571
1/31/09,12576.14286,12066.57143,11800.42857,11695.71429,11695.57143,11808,12128.14286,12636,13124.57143,13460.85714,13538,13422.28571,13164.57143,12795.57143,12423.71429,12112.42857,11976.14286,12164,12864.71429,13527.71429,13547.71429,13385.14286,13054.71429,12520.85714
2/1/09,11934.42857,11390.57143,11037.14286,10848.85714,10751.57143,10768,10895.71429,11202.85714,11471,11658.71429,11620.42857,11402.71429,11158,10934.28571,10684.85714,10496.28571,10408.71429,10560.71429,11222.85714,11775,11641.28571,11585.85714,11344.14286,11025.71429
2/2/09,10529.85714,10039,9789.142857,9747,9820.142857,10123.71429,10887.85714,12246.14286,13031.14286,12983,12764.42857,12597.85714,12410.28571,12222.85714,12103.28571,12000.14286,11977.42857,12247.42857,12982.71429,13620.71429,13658.14286,13456.28571,12989.85714,12262.57143
2/3/09,11509.57143,10962.14286,10734.71429,10684.57143,10721.42857,11017.28571,11780.28571,13072,13902.57143,13941.28571,13817.85714,13715.85714,13597.14286,13451.42857,13328.57143,13185.57143,13114.42857,13339.57143,14018.57143,14688,14715.57143,14482.85714,14037.85714,13287.85714
2/4/09,12538.14286,12013.42857,11771.71429,11706.85714,11777.28571,12082.42857,12808.57143,14052.14286,14743.85714,14814.28571,14604.85714,14423.57143,14202.28571,14001,13877.85714,13732.14286,13693,13946.85714,14662.28571,15394.85714,15417.28571,15277,14872.85714,14125
2/5/09,13416.85714,12961.57143,12833.28571,12828.57143,12947.42857,13305,14075.14286,15347.85714,16007.28571,15868.71429,15569.57143,15288.42857,14970.42857,14666.85714,14360.14286,14103.71429,13940.28571,14124.71429,14880.14286,15672.85714,15758.57143,15639,15206.71429,14431.71429
2/6/09,13669.14286,13137.28571,12875.71429,12787.28571,12779,12973.14286,13578.71429,14667.28571,15268.28571,15070,14597,14151.28571,13670.57143,13220.14286,12843.57143,12508.85714,12243.57143,12299.71429,12861.85714,13571,13580.14286,13405.71429,13068.14286,12494
2/7/09,11794.42857,11257.14286,10970.85714,10841.57143,10804.85714,10879.28571,11122.57143,11521.42857,11904.71429,12149.85714,12172.71429,11929,11572.71429,11146.71429,10764,10470,10324.71429,10394.42857,10871.85714,11492.71429,11439.42857,11256.14286,10901.28571,10423.85714
2/8/09,9852.142857,9331,8974.714286,8804.714286,8679,8710.428571,8861.428571,9161.285714,9493.285714,9868,10140.71429,10142.28571,10106.28571,10043.85714,9902.714286,9771,9709.428571,9883.285714,10504.57143,11385.85714,11517.85714,11450.28571,11115.71429,10572.28571
2/9/09,9998.571429,9601,9485.285714,9500.285714,9655.428571,10009.42857,10858,12283.85714,13044.71429,12954,12672.85714,12451.85714,12198.14286,11948.28571,11733.85714,11525.71429,11378.14286,11482,12089.57143,12845.85714,12898.42857,12685.71429,12186,11381.42857
2/10/09,10575.57143,9943.428571,9652.285714,9513.857143,9516.142857,9748.857143,10438.28571,11711,12375.28571,12327.85714,12178.42857,12077.57143,11924.28571,11745.57143,11595.14286,11443.71429,11390,11504,11966.57143,12466,12420.14286,12107.71429,11573.14286,10768.28571
2/11/09,9928.571429,9284.571429,8965.285714,8789.142857,8791.142857,8951.714286,9643.714286,10900.42857,11571.42857,11589.42857,11573.57143,11517.14286,11420.14286,11317.14286,11215.71429,11141.14286,11060,11169.28571,11531.14286,12035.57143,11927.71429,11632.85714,11141.14286,10410.85714
2/12/09,9621.142857,9050,8686.142857,8573,8566,8774,9416.857143,10652.28571,11357.42857,11492.28571,11543.42857,11600.85714,11574.57143,11500.57143,11427,11335,11236.57143,11373.71429,11784.57143,12489,12558,12400.71429,11960.28571,11227.57143
2/13/09,10503.28571,9918.571429,9612.285714,9465,9458.857143,9674,10344,11551.14286,12226.57143,12273.14286,12190.28571,12091.42857,11921.42857,11758.71429,11592.85714,11421.28571,11280.42857,11365,11767,12428.28571,12353.71429,12190.28571,11896.71429,11395.14286
2/14/09,10767.85714,10263.57143,9978.857143,9890.857143,9874.714286,9957.857143,10208.85714,10624.28571,11057.57143,11447.42857,11618.71429,11627,11427,11185,10937.42857,10752.71429,10689,10837.28571,11267,11810.14286,11839.42857,11683.42857,11419.14286,11002.14286
2/15/09,10516.57143,10074.14286,9845.571429,9714.857143,9710.142857,9805.285714,10029.14286,10399.28571,10743.71429,11049.42857,11193.14286,11105.14286,10956.71429,10815.85714,10612.42857,10435.42857,10376.42857,10598.14286,11181.85714,12039.14286,12186.85714,12075,11783.14286,11326.57143
2/16/09,10831.28571,10418.85714,10220.85714,10160.28571,10223,10490,11081.85714,12011.14286,12628.28571,12881.71429,12965.14286,12964.42857,12862.42857,12670.71429,12500.42857,12328.42857,12170.71429,12274.57143,12831.85714,13660.42857,13810.57143,13636.85714,13179,12497.85714
2/17/09,11773,11279.71429,11075.28571,11021.85714,11120.57143,11411,12192.14286,13493.14286,14059.42857,13831.42857,13457.28571,13165.71429,12862.28571,12535.57143,12290,12023.42857,11810,11933.71429,12521.14286,13416.42857,13548.42857,13369.57143,12883.57143,12155.57143
2/18/09,11348.57143,10759.71429,10478,10349.14286,10340.57143,10583.57143,11265.42857,12463.42857,13129.85714,13206.14286,13205.57143,13288,13257,13147.57143,13033.85714,12894.42857,12818.71429,12926.28571,13214.85714,13490.57143,13365.42857,13025.71429,12466.14286,11638.42857
2/19/09,10797,10207.85714,9923.857143,9788.571429,9794.571429,10051.57143,10764.14286,12026.71429,12661.85714,12690.85714,12690.42857,12687.57143,12608.14286,12508.57143,12420,12380.57143,12365,12590.42857,13175.57143,14066.42857,14268.42857,14127.71429,13731.71429,13010.14286
2/20/09,12281.71429,11787.42857,11539.57143,11485,11542.57143,11832.28571,12557.14286,13782.42857,14365.42857,14225,14057,13864.28571,13629.42857,13341.85714,13071.57143,12826.28571,12626.71429,12702.71429,13130.71429,13813.57143,13840.28571,13642.28571,13302.14286,12687.57143
2/21/09,12032.14286,11519.28571,11253.14286,11147.57143,11135.57143,11246.42857,11544.71429,11988.42857,12337.28571,12524.28571,12496.85714,12310.57143,12029.28571,11674.85714,11313.14286,11023.42857,10891.85714,10984.85714,11435.14286,12216.71429,12388.71429,12293.14286,12038.14286,11586.28571
2/22/09,11021.42857,10534.71429,10195.85714,10006.85714,9914.857143,9937.428571,10114,10419.28571,10732.57143,11174.14286,11526.57143,11681.85714,11710.85714,11690,11590.57143,11488.28571,11444.71429,11649.85714,12204.14286,13079.57143,13360.42857,13250.85714,12921.14286,12339.28571
2/23/09,11775.42857,11356,11162.14286,11121.57143,11234,11535.57143,12279.85714,13541.71429,14125.85714,14102.71429,13961.85714,13809.28571,13623.71429,13425.71429,13269.57143,13070.14286,12955.57143,13116.14286,13642.85714,14502,14713.85714,14527.85714,14059.14286,13296.42857
2/24/09,12538.42857,12027,11829,11783.57143,11894.14286,12197.42857,12987.28571,14267.71429,14765.42857,14491,14133.57143,13811,13465.57143,13115.42857,12824.28571,12505.85714,12277.14286,12339.71429,12784.85714,13698.14286,14025.85714,13956.42857,13539.42857,12818.71429
2/25/09,12085.57143,11549,11344.57143,11298.42857,11366.71429,11650.71429,12399.71429,13632.57143,14130.57143,13781.85714,13296.71429,12910,12568.85714,12218.28571,11930,11664.85714,11467.42857,11523.71429,11915.85714,12731.57143,12939.85714,12786.57143,12345.14286,11625.71429
2/26/09,10852.71429,10308.85714,10046.42857,9939.714286,9942.428571,10154.14286,10826.71429,12036.42857,12627.28571,12595.71429,12437.71429,12323.85714,12112.14286,11908.71429,11733.28571,11525.85714,11401.42857,11465.28571,11778.28571,12435.57143,12472.57143,12245.28571,11774.71429,10968.28571
2/27/09,10184.28571,9590.714286,9279,9154,9125.857143,9294.428571,9906.285714,11035.71429,11631.85714,11705.28571,11671.14286,11640.57143,11599.57143,11468.42857,11402.71429,11294.42857,11228.28571,11336.57143,11599.57143,11944.71429,11869.57143,11604.71429,11223.57143,10648
2/28/09,9989.142857,9437.428571,9128.428571,8987.714286,8964.285714,9075.142857,9389.714286,9875.571429,10391,10986.28571,11424.71429,11631.28571,11626,11517.28571,11339.85714,11217.57143,11195,11343.28571,11660.57143,12222,12350.14286,12204.14286,11911.71429,11434.14286
3/1/09,10923,10473.85714,10188.71429,10074.28571,10054.14286,10107.42857,10362.42857,10654.14286,10982.28571,11428,11739.42857,11837,11826.14286,11757.85714,11644.71429,11580.28571,11634.28571,11861.42857,12336.85714,12943,13148,12987,12636,12063.85714
3/2/09,11562.57143,11155.42857,11009.57143,11014,11161.42857,11510.85714,12212.57143,13225.57143,13856.85714,14235.14286,14456.14286,14465.14286,14399.28571,14266.14286,14100,13886.14286,13711.14286,13837.42857,14304.85714,15138.14286,15385,15119.57143,14635.28571,13917.85714
3/3/09,13260.28571,12806,12628.42857,12610.71429,12695,12974.14286,13726.28571,14832.14286,15298.14286,15175.85714,14892,14588.71429,14297.71429,13992.14286,13700.85714,13373.28571,13176.71429,13216.28571,13639.28571,14577.71429,14916.42857,14760.42857,14334.42857,13617.71429
3/4/09,12866.71429,12364.57143,12171.85714,12121,12189,12495.42857,13265.42857,14414,14849,14466,14003.28571,13641.14286,13301,12977.14286,12705.85714,12400.85714,12178.42857,12193.14286,12573.71429,13483.42857,13874.57143,13820.14286,13379.57143,12663.71429
3/5/09,11889,11413.71429,11211,11165,11238.42857,11515.85714,12270.14286,13466.85714,13862.71429,13476.57143,13014.71429,12652.42857,12304,11991,11728.57143,11499.14286,11300,11314.57143,11583.85714,12333.57143,12663.14286,12487.71429,12032.71429,11254.28571
3/6/09,10462.85714,9827.428571,9499.714286,9334.142857,9314.142857,9508,10149.42857,11233.57143,11737.28571,11781.42857,11678.14286,11583,11406.71429,11187.71429,11000,10811.42857,10612.42857,10570.42857,10634.57143,11116.71429,11257.28571,11009,10577.28571,9970.285714
3/7/09,9300.428571,8701.285714,8359.714286,8164,8076.714286,8144.428571,8364.714286,8739.857143,9128.571429,9607,9913.714286,10073.14286,10073,9917.428571,9732.714286,9585.571429,9508.714286,9574.714286,9733.142857,10266.57143,10430.28571,10194.85714,9846,9308.142857
3/8/09,8719.714286,8225.571429,7916.428571,,7706,7604.714286,7646,7847.285714,8155.857143,8541.428571,8999.714286,9287.857143,9502.285714,9623,9654.285714,9579.428571,9504.714286,9556.714286,9676.285714,9893.142857,10421.28571,10603.28571,10277.14286,9705.857143
3/9/09,9006.142857,8469.142857,8151.857143,7977.714286,7949.285714,8125.285714,8719.142857,9932.714286,10918.28571,11127.71429,11200.71429,11303.71429,11305.28571,11238.42857,11155.57143,11017,10892,10856.28571,10876.14286,10985.85714,11513,11723.85714,11286.85714,10568.85714
3/10/09,9778.428571,9168.285714,8833,8686.714286,8670.857143,8862.142857,9527,10820.57143,11751.14286,11833.71429,11799.85714,11803.28571,11750.28571,11624.28571,11529.85714,11421.71429,11315,11324.14286,11416.71429,11553.28571,11990.57143,12080.71429,11645.57143,10933.57143
3/11/09,10081.85714,9426.857143,9062,8870.428571,8819.714286,8982,9604.571429,10833.71429,11726.42857,11761.85714,11742.57143,11730.28571,11609.57143,11484.71429,11373.85714,11243.14286,11135.71429,11107.28571,11181.71429,11308,11739.85714,11984.85714,11634.14286,10950.57143
3/12/09,10169.42857,9615.571429,9326.285714,9215.857143,9243.571429,9501.285714,10214.85714,11578.57143,12483.14286,12537.85714,12479.28571,12402.14286,12234.57143,12057.85714,11900.42857,11704.42857,11562.57143,11634.85714,11784,12026.57143,12544.28571,12771.85714,12412.85714,11691.85714
3/13/09,10892.14286,10269.85714,9954.571429,9802.714286,9819.142857,10043.14286,10698.42857,11929.28571,12791.57143,12887.42857,12795.14286,12688.57143,12519,12298.14286,12117.28571,11861.57143,11681.57143,11592.57143,11626.42857,11688.14286,12036.28571,12202.42857,11947.71429,11408.14286
3/14/09,10737.42857,10173.28571,9820.428571,9581.285714,9525.428571,9560.142857,9780.857143,10233.85714,10705.71429,11119.71429,11355.57143,11330.14286,11113.57143,10842.42857,10552.42857,10352.57143,10235.71429,10249.14286,10384.85714,10552.71429,10971.42857,11184.57143,10932.14286,10475.28571
3/15/09,9914.142857,9368.857143,9022.714286,8859.428571,8751.285714,8780.285714,8913.142857,9235.857143,9642.714286,10046.42857,10377.42857,10492.14286,10484.14286,10434.57143,10276.71429,10110.57143,9978.285714,9992.142857,10092.28571,10276.42857,10762.14286,11088.28571,10755.42857,10156.42857
3/16/09,9500.857143,9005.714286,8735.571429,8622.571429,8641.285714,8857.571429,9561.142857,10880,11717.85714,11774.42857,11770.28571,11773.85714,11698,11575.28571,11456.42857,11332.14286,11245.57143,11277.28571,11384.71429,11497.28571,11828.28571,11946.85714,11524.57143,10756.28571
3/17/09,9906.571429,9327.571429,9037.714286,8904.428571,8909.142857,9095.571429,9771.714286,11045.14286,11897.57143,11932.71429,11863,11781.42857,11628.85714,11425.28571,11254.57143,11066.85714,10878.14286,10785.42857,10756.42857,10729.42857,11181.14286,11538.85714,11217.28571,10547.71429
3/18/09,9755,9205.142857,8915.142857,8790,8812.428571,9027.285714,9726.142857,11011,11802.42857,11791,11599.42857,11417.71429,11205.28571,11020.57143,10880.28571,10759.14286,10593.14286,10529.42857,10514.42857,10541,10977.85714,11310.71429,10894,10169.14286
3/19/09,9352.571429,8713.285714,8401.571429,8261.285714,8258.714286,8446.714286,9103.857143,10392,11212.14286,11284.42857,11272.14286,11303.42857,11309.28571,11220.14286,11132.85714,11028.42857,10905.57143,10899.71429,10956.71429,11032.57143,11455.71429,11812.57143,11484.71429,10811.14286
3/20/09,10040.71429,9453.714286,9155.285714,9044.285714,9060.428571,9292.714286,9996.714286,11272,12153.28571,12172.57143,12043.57143,11903.14286,11715.28571,11533.28571,11376.71429,11167.14286,10946.42857,10836.28571,10770.71429,10746.71429,11227.14286,11686.28571,11515.85714,11069.14286
3/21/09,10458.28571,9969.714286,9694.428571,9587.714286,9589.142857,9711.142857,10027.42857,10549.14286,11004.71429,11294.85714,11287.71429,11092.14286,10793.57143,10449.71429,10103.85714,9776.142857,9598.571429,9521.857143,9574.142857,9705.571429,10217.71429,10675.85714,10576.14286,10226.71429
3/22/09,9757.142857,9327,9093.714286,9000.857143,9025.571429,9136.857143,9378.285714,9803,10176,10425.85714,10397.28571,10155.71429,9933.857143,9713.857143,9498.285714,9271.857143,9151.142857,9168.714286,9293.142857,9467.714286,10006.57143,10585.14286,10375.14286,9833.428571
3/23/09,9240.857143,8796.571429,8647.142857,8623.428571,8733.571429,9062.428571,9868,11289.14286,12135,12188.28571,12094.14286,11986.28571,11790.71429,11599.85714,11412.57143,11185,10962.71429,10870,10879.14286,10966.42857,11543.57143,12030.28571,11731.85714,11051
3/24/09,10308,9775.285714,9544.857143,9488.285714,9559.714286,9865,10625.42857,12016.71429,12726.28571,12613,12379.14286,12188.71429,11956.85714,11712.71429,11495.71429,11243.71429,11010,10910,10920.14286,11031.42857,11582.57143,12028.14286,11674.57143,10948
3/25/09,10177.42857,9643.428571,9374.285714,9269.285714,9271.857143,9520.571429,10261.28571,11582.42857,12267,12161,11964.42857,11849,11720.85714,11561.85714,11439.42857,11283.85714,11151.28571,11164.14286,11262.42857,11382.71429,11765.28571,11956.28571,11511.14286,10755
3/26/09,9922.142857,9310.142857,8975.571429,8804.714286,8762.857143,8953.142857,9584.285714,10818.85714,11592.57143,11706.14286,11755.14286,11826.14286,11795,11689,11567.57143,11426.42857,11307,11323.28571,11372.28571,11374.42857,11532.28571,11656.14286,11251.42857,10511.85714
3/27/09,9677.428571,9051.428571,8719.714286,8551,8526,8711.142857,9359.571429,10561,11242.71429,11302.14286,11235.57143,11182.42857,11041.14286,10859,10697,10540,10363.71429,10297.57143,10292,10344.71429,10619.42857,10792.14286,10513,9950.857143
3/28/09,9267.571429,8680,8315.857143,8121,8035.142857,8050.142857,8249.714286,8663.857143,9092.714286,9571.714286,9993.142857,10166.71429,10161.57143,10022.42857,9848.142857,9690.571429,9601,9635.285714,9722.285714,9846.857143,10153.57143,10316,10033.42857,9588.571429
3/29/09,9019,8483.142857,8120.714286,7915.857143,7814.142857,7804.857143,7951.714286,8241.857143,8619.428571,9047.571429,9467,9685.428571,9775.285714,9768.285714,9701.428571,9597.571429,9534.571429,9604.571429,9736.714286,9885.571429,10256.28571,10679.71429,10379,9804
3/30/09,9184.714286,8709.142857,8466.428571,8379.571429,8419.142857,8698.857143,9402.428571,10728.71429,11517.42857,11670.14286,11700,11706,11596.14286,11417.57143,11234.42857,11012.57143,10799.71429,10695.14286,10673.57143,10676.14286,11084.42857,11631.14286,11312.14286,10624.57143
3/31/09,9840,9287.142857,9024.285714,8934.714286,8980.285714,9231.857143,9986.285714,11306.14286,11964.71429,11884.28571,11649,11487,11290,11115.42857,10979.57143,10816,10666.14286,10626.14286,10620.57143,10616.57143,11004.85714,11385.71429,11019.85714,10283.42857
4/1/09,9493.428571,8864.428571,8548.714286,8403.571429,8384.428571,8577.285714,9199.142857,10472.71429,11236.71429,11332.42857,11388.28571,11435.71429,11358.71429,11290.14286,11203,11054.14286,10939.85714,10919.71429,10946.57143,10963,11142.42857,11411.85714,11018,10280.71429
4/2/09,9479.142857,8864,8542.714286,8389,8338.714286,8495.857143,9153.285714,10392.42857,11056.14286,11176.14286,11167.42857,11136.14286,11030.14286,10935.14286,10860,10739.85714,10630.42857,10576.85714,10568.85714,10587.28571,10933.42857,11243.14286,10831.85714,10083.71429
4/3/09,9274.285714,8636.571429,8258.571429,8084.857143,8007.571429,8126.428571,8688,9816.714286,10617.28571,10887.85714,11042.42857,11170.28571,11164.42857,11093.57143,10993,10833.42857,10679.71429,10600.14286,10546.71429,10429.57143,10560.42857,10805.42857,10555.71429,10019.14286
4/4/09,9303.571429,8723.428571,8361.714286,8169.857143,8120,8185,8437.428571,8886.285714,9299.428571,9772.857143,10057.85714,10141.28571,10049.57143,9875,9642.285714,9422.285714,9260.857143,9205.428571,9210.857143,9261.428571,9554,10086.57143,10010.57143,9572.714286
4/5/09,9020.285714,8487.428571,8171.714286,8015.142857,7959.714286,8004.714286,8210.428571,8541.571429,8865.285714,9196,9399.857143,9366.142857,9276.428571,9184.142857,9093.285714,8987.142857,9000.428571,9084.285714,9218.857143,9368.142857,9754.857143,10294,10031.71429,9424.714286
4/6/09,8793.285714,8239.428571,7943,7850.142857,7820.285714,8006.428571,8659.571429,9826.857143,10623.42857,10951.71429,11186.85714,11360.42857,11466.28571,11403.85714,11336.85714,11224,11123.28571,11077.71429,11107.85714,11150.71429,11375.42857,11697,11381.28571,10678.57143
4/7/09,9937.428571,9351.714286,9102.142857,9006.571429,9014.857143,9283.285714,9967.285714,11123.85714,11809.71429,11956.71429,11995.42857,12023.14286,11970,11887.14286,11738.71429,11617,11486.28571,11502.42857,11588.14286,11679,11990,12319.14286,12070.71429,11348
