Date,AM12,AM1,AM2,AM3,AM4,AM5,AM6,AM7,AM8,AM9,AM10,AM11,PM12,PM1,PM2,PM3,PM4,PM5,PM6,PM7,PM8,PM9,PM10,PM11
7/11/03,17749,16364,15600.5,15239,14997,15088.5,15905,17320.5,19083,20493.5,21672.5,22683,23398.5,24043.5,24667.5,24944,25165.5,25353.5,25181.5,24463.5,23447,22765.5,22502.5,20940
7/12/03,19043,17255.5,16081,15273,14720,14444,14431,14662.5,15936,17659.5,19414.5,20667.5,21223,21498.5,21824,22052.5,22244,22323,22226,21789,20975,20510.5,20361,19171
7/13/03,17670,16315.5,15324.5,14599,14134.5,13852.5,13771,13732,14592.5,16063.5,17454,18518,19342,19979.5,20390.5,20753.5,21191.5,21568,21783.5,21570,20967.5,20648,20886.5,19644
7/14/03,17993.5,16548,15695,15168,14935.5,15055,15868.5,17257.5,18793.5,19963.5,20959.5,21923.5,22554,22975,23378,23563,23756.5,23999.5,23999,23519.5,22709.5,22238.5,22216,20591
7/15/03,18594,16964.5,15977.5,15364.5,15002.5,15014,15813,17147.5,18919.5,20365.5,21515.5,22635.5,23583,24236.5,24936.5,25483,25862.5,26100.5,26060.5,25409.5,24824,24325.5,23812.5,22032
7/16/03,20027,18335.5,17285,16713,16470.5,16567.5,17438.5,18843,20642.5,22036.5,23211.5,24398,25232,25951,26616.5,27144.5,27603,27893.5,27816.5,27142.5,26101.5,25369,25030,23173.5
7/17/03,20840,18748.5,17386,16500.5,16037.5,15804,16297,17398,19289.5,20860.5,21991.5,23049,23676,24182,24694,25194.5,25635,26014.5,26104.5,25616,24609.5,23813.5,23557,21832
7/18/03,19643.5,17859,16745.5,15994.5,15571,15546,16150.5,17392.5,19305.5,20973,22128.5,23063,23718.5,24192.5,24436.5,24517.5,24291.5,23961.5,23542,22923,22359.5,22146,21697,20224
7/19/03,18567,17017,15978,15246.5,14769,14618,14735.5,14909,15889,17276.5,18663.5,19678.5,20344.5,20751.5,21032.5,21260.5,21557.5,21869,21975,21647,20904,20351.5,20211.5,18982
7/20/03,17389,15935,14962,14159,13684,13451.5,13393,13332,14263,15803,17428.5,20135.5,19730,20455,20960,21390,21825.5,22278.5,22460.5,22148.5,21502.5,21376.5,21504.5,20274.5
7/21/03,18659,17274.5,16443,15879.5,15673,15878.5,16771.5,18194,19997.5,21588.5,22876,24218.5,25444.5,26461,27371.5,28070,28484.5,28680.5,28532,27728,26794.5,26216,25480,23377
7/22/03,21180,19369.5,18239,17553,17159,17246.5,18058,19413,21105,22553.5,23906,25031.5,25918,26583.5,27224.5,27427,27519,27421.5,27001,26259.5,25298.5,24943.5,24254,22156
7/23/03,20122.5,18449.5,17396,16765,16493.5,16544.5,17430,18792,20278.5,21459,22333,23131,23664.5,24080,24596.5,24899.5,25183.5,25342,25149,24487,23754.5,23625.5,23285.5,21604
7/24/03,19709.5,18069,17096,16568,16252.5,16284.5,17099,18387.5,20011,21424.5,22470.5,23498.5,24182,24649,25099.5,25306.5,25463,25472.5,25272,24521,23532.5,23071.5,22887,21169
7/25/03,19192.5,17485.5,16440,15769.5,15322.5,15377,16022.5,17060.5,18904,20503.5,21895.5,23114,24008.5,24622.5,25246,25718.5,26120.5,26326,26145.5,25533,24200.5,23478.5,23057.5,21363.5
7/26/03,19440.5,17756.5,16590,15759,15155,14938,14993.5,15191.5,16444.5,18385.5,20323,21925.5,23132,23930,24349,24660.5,24899,25160,24981.5,24333.5,23451,23283.5,23051.5,21719
7/27/03,20207.5,18748.5,17671.5,16930,16407.5,16168.5,16230,16275.5,16837.5,18212.5,19811,21209,22433,23410.5,24070,24664.5,25223,25536,25571.5,25062.5,24627.5,24843.5,24655.5,23232.5
7/28/03,21317.5,19549.5,18546,17962.5,17600,17579,18367,19652,21249,22666.5,23729,24638.5,25309,25929,26287.5,26352.5,26138,25811,25398.5,24605.5,23916.5,23807.5,23254.5,21476
7/29/03,19463.5,17811.5,16745,16048.5,15654.5,15609,16422.5,17618.5,19145.5,20446,21509.5,22524.5,23232,23737.5,24287.5,24629,24862,25065.5,24907,24108,23154,22779,22553.5,20749.5
7/30/03,18728,17128.5,16135.5,15514,15119.5,15217.5,15977.5,17238.5,18805,20173,21262.5,22212.5,22819.5,23253.5,23838,24095.5,24273,24312,24082.5,23323.5,22468.5,22305,22139.5,20502
7/31/03,18662.5,17125,16217.5,15668,15406,15501,16339.5,17677.5,19139.5,20432,21449.5,22328.5,22984.5,23490.5,23868.5,23946,23779.5,23629.5,23394.5,22885.5,22462,22626,22274,20760.5
8/1/03,19072.5,17639.5,16692,16198,15892,16002,16872.5,18234.5,19735.5,21045.5,22027,22840,23322.5,23675.5,24069.5,24338.5,24504,24412,24146.5,23591.5,23024,22929,22614,21333.5
8/2/03,19789.5,18247.5,17202,16513.5,16097,15910,16173,16544.5,17496.5,19041,20575,21887.5,23019,23807.5,24463,24814,25097,25281.5,24987.5,24478.5,23758,23625,23251.5,21999
8/3/03,20453.5,19179.5,17969.5,17251,16815,16525.5,16527.5,16526,17288,18558.5,20044,21356,22627,23552.5,24189.5,24451,24385.5,24223,23830,23343,22799.5,23058.5,22800.5,21473
8/4/03,19885,18515.5,17599,17124.5,16897,17052.5,17864,19242.5,20926.5,22315,23622.5,24985.5,25820,26264,26636,26732,26711.5,26734,26580,26118.5,25294.5,25201.5,24740,22941.5
8/5/03,20882,19190,18119,17514,17202.5,17256,18142.5,19572,21156,22429,23470.5,24373,24894.5,25212,25228,25121,25059.5,25200.5,25128.5,24579,23896,23841.5,23276.5,21458
8/6/03,19504,17845.5,16804,16154.5,15774,15829.5,16640,17906.5,19412,20926.5,22173,23457,24309,24914.5,25548,25939.5,26178,26403,26279,25500,24582,24526.5,23943.5,22138
8/7/03,20063.5,18420.5,17434,16825.5,16201,16274.5,17137,18510,20053,21322,22295,23152,23798,24160,24537.5,24521.5,24417,24377,24200,23725.5,23208.5,23408.5,22787,21260.5
8/8/03,19491.5,17921.5,16953.5,16350.5,16018,16069,16881.5,18325,19724.5,21261,22500.5,23767,24485,25040,25442,26040.5,26256.5,26397.5,26157.5,25347.5,24419.5,24298,23676,22070
8/9/03,20308,18726,17647,16902.5,16398,16175,16385,16733,17570.5,19037,20404,21476,22352,22814,22974.5,23019,22816,22639,22350,21990,21612.5,21927.5,21751.5,20775.5
8/10/03,18974.5,17755,16731,16068.5,15633,15406.5,15472,15605,16269,17550.5,19055,20388.5,21518.5,22387,22930.5,23219,23468.5,23809,23912.5,23556,23065,23399.5,23072.5,21640.5
8/11/03,19961,18487,17553,16973.5,16628,16740.5,17537,18989.5,20565,21889.5,22982,23998.5,24648.5,25104,25501.5,25809.5,26003,26083.5,25967,25344,24597.5,24633.5,23953.5,22143
8/12/03,20196.5,18555.5,17534.5,16911.5,16547.5,16624,17465.5,18914.5,20414.5,21793,23014.5,24386.5,25516,26366,27200,27791,28124,28277.5,28069.5,27236.5,26314.5,26272.5,25470.5,23454.5
8/13/03,21298,19594,18415.5,17714,17274.5,17346.5,18229.5,19718,21201.5,22557,23806.5,25069,26215,27209,28138.5,28698.5,29002,29131.5,29031,28410,27504,27465,26539,24441
8/14/03,22162.5,20357.5,19123,18345,17817,17793.5,18519,19849.5,21472,23227.5,24675,26659.5,27953.5,28820,29499.5,30016.5,30325.5,29106.5,27518,26603,26441.5,26598.5,26076,23958
8/15/03,21754.5,20046.5,18889,18086,17535,17418.5,18218.5,19454,20966.5,22908,24522.5,26081,27209,28096,28781.5,29206.5,29445,29581,29286.5,28405,27210.5,26844,25742,23740
8/16/03,21741.5,19944.5,18685.5,17822,17244,17011.5,17157.5,17521,18415.5,19994,21525.5,22982.5,24070,24649.5,24731,24653,24250.5,23667,23251,22710.5,22218,22447,21801.5,20418.5
8/17/03,19034.5,17516.5,16583.5,15782.5,15320,15070.5,15084,15301.5,15866.5,17075.5,18537.5,19911,21121.5,21983.5,22558,22949.5,23327.5,23589,23498,22929.5,22104.5,22206.5,21571,20238.5
8/18/03,18619,17135.5,16174,15567.5,15266.5,15336.5,16133.5,17380,18932,20454,21656,22869,23779,24405,24978.5,25311.5,25473,25527.5,25301,24517.5,23576,23640,22798,20890.5
8/19/03,18931.5,17340,16281,15677.5,15311,15380.5,16151.5,17465.5,18976,20491.5,21907,23215,24173.5,24881.5,25544,26036,26395.5,26669,26503,25675.5,24710,24658,23775,21890
8/20/03,19817,18065.5,16984,16307.5,15910.5,15945.5,16709,18087,19702,21257,22766,24217,25480,26408,27256.5,27851.5,28287,28487.5,28371,27571,26545,26522.5,25446.5,23335
8/21/03,21150,19292.5,18154,17390,17001.5,17058.5,17835.5,19224,20767,22478.5,24217.5,25946,27373,28340.5,29198.5,29692,30009.5,30106,29890.5,29082.5,28125,28043,26951,24757.5
8/22/03,22576,20717.5,19533,18822.5,18374,18347.5,19112,20477.5,22062.5,23769,25461.5,27308,28800.5,29759,30488,30788,30835,30604,29954,28725.5,27714.5,27213.5,25966,24032
8/23/03,21907.5,20152.5,18843.5,17901.5,17149.5,16679,16591,16649.5,17360.5,19018.5,20433.5,21469,22052.5,22380,22535,22654.5,22696.5,22774.5,22562.5,21861,20939,20940.5,20117.5,18677.5
8/24/03,17077,15719.5,14617.5,13909,13476,13225.5,13194,13190.5,13688,14871.5,16122,16941.5,17543.5,17990,18323,18609.5,18972.5,19387.5,19582,19344.5,18848.5,19391.5,18781.5,17501
8/25/03,16081,14993,14372,14067.5,13946.5,14185.5,15091,16701,18143.5,19492.5,20669,21787,22708.5,23386.5,24224.5,24962,25625,26060.5,26188,25712,25144.5,25568,24527,22476.5
8/26/03,20347,18708.5,17677,17034.5,16625,16611,17435.5,19087,20530,21708.5,22700.5,23845,24661.5,25245.5,25936,26509,26908.5,26578.5,25438.5,24774,24258.5,24535,23581.5,21590.5
8/27/03,19671,17999,17028.5,16496,16186,16334,17262.5,19081.5,20373,21735,23209,24398,25244.5,25704.5,25904,26067.5,26541.5,27002.5,26833,26059.5,25289.5,25158,24033,22165.5
8/28/03,20320,18345.5,17335,16579.5,16112,16155.5,16965.5,18579.5,19815.5,21181.5,22291,23375.5,24247,24948.5,25751.5,26268,26677,26904,26729,25792.5,24872,24909,23681,21681
8/29/03,19619.5,18049,17107.5,16459,16086.5,16138,17047.5,18737,20167.5,21404.5,22548,23743.5,24730.5,25702.5,26586,27040,27364.5,27421.5,27094,26249.5,25616.5,25519,24460,22799.5
8/30/03,20995.5,19370,18236.5,17466,17028,16701.5,16777,17123,17846.5,19671,21477,23056.5,24152,24795.5,25033,24737.5,23924,23015.5,22339,21632,21136.5,21323,20516.5,19187
8/31/03,17589,16177,15139,14432.5,13957.5,13589.5,13555,13553,13947,14993,16066.5,16868.5,17434,17817.5,18070,18242.5,18353,18439,18414.5,18093.5,17985.5,18549.5,18077.5,17156
9/1/03,16044.5,15002.5,14266,13879,13641.5,13594,13907.5,14291.5,14727,15829,17261.5,18402,19168.5,19685.5,19938,20009,20147,20399.5,20606.5,20574.5,20884,21054.5,20109,18602.5
9/2/03,17134.5,16022,15366.5,14984,14852.5,15012.5,16104,18204.5,19684.5,20770.5,21634.5,22381,22705.5,22636.5,22494.5,22229,21952,21791,21556.5,21388.5,21517,21459.5,20422,18750
9/3/03,17019.5,15789,15041,14600,14472.5,14662.5,15692.5,17927.5,19337.5,20011,20578,21039,21356.5,21415.5,21591,21686.5,21725.5,21949,21939,21733,22012,22161.5,21230.5,19534
9/4/03,17796.5,16609,15843.5,15400.5,15261,15496,16632,18906,20267.5,21163,21890.5,22369.5,22588,22655.5,22822,22847,22833,22910.5,22800,22487,22598.5,22924.5,21897.5,20019
9/5/03,18038,16644,15680.5,15103.5,14763.5,14775.5,15683,17618.5,18739.5,19535.5,20278,21013.5,21307.5,21405,21584.5,21923,21472.5,21339,20887,20131,19824,19989.5,19080,17644
9/6/03,16127,14755.5,13882.5,13352,13035.5,12946,13177.5,13616,14326.5,15644.5,16786,17515.5,17921.5,18117.5,18188,18278,18384,18484,18365.5,18029.5,18008.5,18437,17718.5,16552
9/7/03,15244.5,14071,13289,12787,12486.5,12348.5,12440.5,12641,12977.5,14489.5,15544,16428,17081,17580.5,17936,18241,18538,18912,19085.5,18843.5,19105,19708,18840.5,17352.5
9/8/03,15804,14663,13973.5,13642,13476.5,13662.5,14744.5,16745.5,18026,19051,19971.5,20786.5,21415.5,21854,22274.5,22344.5,22311.5,22269.5,21983,21485,21756.5,21907.5,20733.5,18889
9/9/03,17207,15836,14983.5,14558.5,14339.5,14493.5,15523.5,17512,18732.5,19475.5,20099.5,20555.5,20875,21069.5,21219,21121,21114,21060,20761,20116,20186,20488,19429,17625
9/10/03,15946,14694.5,14036.5,13631,13475.5,13598,14720.5,16598.5,17712.5,18451,19117,19683,20010.5,20276.5,20538,20694,20807.5,20987,20791,20269,20336.5,20599.5,19518.5,17752
9/11/03,15988.5,14743,13980.5,13622,13435,13632.5,14672.5,16709.5,17891.5,18607.5,19331,20045.5,20510,20828,21197.5,21498,21678,21770.5,21451.5,20767,20907.5,21169,20111.5,18293
9/12/03,16504.5,15228,14452,14016.5,13848,14031,15003.5,17039,18286,18953.5,19518.5,19899,20043.5,19991.5,19958.5,19661.5,19405.5,19200.5,18928,18651,18965,18896.5,18144,16965
9/13/03,15570,14466,13745,13410.5,13149.5,13121,13491,14204.5,15055,16395,17589.5,18315.5,18654,18817,18932.5,18978.5,19098.5,19269,19321,19217,19636,19812.5,19239,18149.5
9/14/03,16862.5,15651,14816.5,14315,13974,13829,13936,14317,14879.5,16269,17630,18678,19580,20272,20823.5,21103.5,21327.5,21456,21534,21332,21797,22007,21058.5,19493.5
9/15/03,17850.5,16593.5,15748.5,15274.5,15131,15343.5,16442.5,18741,20295,21184,21890,22536.5,22978.5,23234,23430,23283.5,23071,22980.5,22897,22611,22865,22637.5,21394,19575
9/16/03,17710.5,16264.5,15391,14835,14551,14661,15528,17524,18578.5,19297.5,20032.5,20659,21058.5,21318,21742.5,21968.5,22114.5,22276,21959.5,21218,21244,21205,19966.5,18030.5
9/17/03,16221.5,14932.5,14180,13780,13574,13731.5,14746,16781.5,17909.5,18607.5,19385.5,20019.5,20438,20681,21017,21180,21273,21297,20998,20439,20716,20782,19736.5,17969
9/18/03,16259,14991.5,14273.5,13888,13696.5,13856,14884,16817.5,18201.5,18791,19288,19627,19787.5,19675,19653,19409,19122,18890.5,18765,18666,18810,18238.5,17270.5,15884
9/19/03,14509,13376,12726.5,12346,12148.5,12183.5,12850,14151,15508,16803,17821,18793,19358,19690.5,19941.5,20046.5,19966.5,19868,19598,19318.5,19616,19343.5,18499,17181
9/20/03,15748,14645.5,13715,13185.5,12888,12813,13007.5,13553.5,14269,15556.5,16852.5,17919,18591.5,19026,19300,19399.5,19372,19500.5,19294.5,18964,19374.5,19232.5,18336.5,17191.5
9/21/03,15868,14617.5,13736.5,13226.5,12827,12616,12627.5,12908.5,13275,14321,15294.5,16021.5,16563.5,16986,17208.5,17374.5,17519.5,17734,17892,17880,18694,18803,17921,16621.5
9/22/03,15222.5,14211,13672.5,13338.5,13282,13503.5,14571,16700.5,18149.5,18971.5,19564.5,20172.5,20554.5,20768,20977.5,21035.5,21013.5,21065,20950,20919.5,21625,21335,20217.5,18555
9/23/03,16948.5,15737,15023,14659.5,14548,14724.5,15754,17887.5,19244,19675,20021,20394,20593.5,20708,20825.5,20854,20851.5,20846,20542.5,20033,20525.5,20235.5,19055,17267
9/24/03,15516,14297,13612.5,13259.5,13068.5,13282.5,14274,16367,17461.5,17980,18616.5,19121.5,19356,19553,19813.5,19927,20015,20142.5,19922,19481,20098.5,19917.5,18811,17129
9/25/03,15521,14286,13644.5,13325.5,13202,13395,14411,16574,17856.5,18491.5,19146,19793,20213,20503.5,20782.5,20985,21135,21193,21027.5,20749,21384.5,21043.5,19880,18252
9/26/03,16557.5,15230.5,14497.5,14043.5,13886,14059.5,15045,17102.5,18437,18970.5,19482.5,20040,20356.5,20577,20878,20917.5,20956.5,20914,20616.5,20279,20710,20258,19297.5,17954.5
9/27/03,16464.5,15221.5,14403.5,13893.5,13629.5,13590,13918,14614.5,15411,16758,17969,18868,19433,19771.5,19975,19966.5,19970,20012.5,19843.5,19615.5,20129,19873,19051.5,17914.5
9/28/03,16660.5,15472.5,14612.5,14056.5,13685.5,13509.5,13553,13873.5,14388,15297,16275.5,16891.5,17239.5,17444,17341,17186,17051,17040,17107.5,17283.5,18115.5,17869,17030.5,15736.5
9/29/03,14452.5,13391.5,12858,12586.5,12535.5,12806,13884,16090.5,17338,17913.5,18400.5,18797,18879.5,18893,18908.5,18791,18641,18583.5,18503,18467,19364.5,19054,18082.5,16482
9/30/03,14896.5,13815,13215,12928,12845,13109.5,14211.5,16463.5,17580,17944,18181.5,18428.5,18469,18480,18454.5,18328.5,18242,18198,18138.5,18206.5,19249.5,18985,18015,16414
10/1/03,14928.5,13909.5,13295,12989,12933,13170.5,14275,16568.5,17838,18202.5,18395.5,18597.5,18607,18522.5,18469.5,18293,18184,18150.5,18253,18617,19446,19139.5,18195.5,16710
10/2/03,15158,14050,13476,13195,13129.5,13472,14646.5,17004.5,18089,18324,18470.5,18651,18652.5,18478,18436.5,18210,18023,17995.5,18010.5,18390,19528.5,19332.5,18611,17207.5
10/3/03,15750.5,14623.5,14122.5,13905,13868.5,14180.5,15441,17691.5,18846,19073,18986,18891.5,18683.5,18405,18271.5,17981.5,17647.5,17553,17428.5,17701.5,18527,18244.5,17607,16442.5
10/4/03,15180,14042,13470,13135,12939.5,12974.5,13314.5,14029,14855.5,15969,16815.5,17223,17192,16902,16612,16270,16059,16142,16447.5,16877,17340,17096.5,16520.5,15629
10/5/03,14534.5,13590.5,13020.5,12678.5,12558,12570.5,12819,13348.5,13922,14857.5,15413,15592.5,15627.5,15569.5,15360.5,15181.5,15074,15188.5,15449,16079.5,17281,17224,16522.5,15553
10/6/03,14447.5,13579.5,13196,13021.5,13072,13407.5,14558.5,16721,17935,18416,18597,18684,18542,18428.5,18348,18175.5,18004.5,17950,17989.5,18368.5,19372.5,19073,18229.5,16728.5
10/7/03,15294.5,14276.5,13800,13587,13563.5,13876,15095.5,17432,18526,18649.5,18608.5,18705,18615.5,18505,18501.5,18332.5,18153.5,18180,18168,18524,19505,19129,18212.5,16658.5
10/8/03,15140.5,14095.5,13478,13231.5,13178,13424,14539.5,16835.5,18078,18330,18554,18803,18856,18917.5,19004,19018.5,18991,18951.5,18792,18989,19814.5,19380.5,18403.5,16839
10/9/03,15265,14087,13428.5,13140,13046.5,13290,14415.5,16650,17946.5,18063.5,18532.5,18934,19162.5,19270.5,19518.5,19573.5,19527,19409,19301.5,19552.5,20155,19633,18616,17055.5
10/10/03,15549,14242,13560,13212.5,13076.5,13282,14369.5,16478,17911.5,18362.5,18715.5,18972,19026.5,18981.5,18933.5,18636,18505.5,18336.5,18190,18422,18798.5,18316.5,17500.5,16308
10/11/03,14943.5,13914,13107.5,12708,12449.5,12462.5,12801.5,13571,14250.5,15275.5,16093.5,16504.5,16562.5,16491,16294,16080,16008,16028,16117,16610,17297.5,17013.5,16331,15394
10/12/03,14247.5,13226.5,12556.5,12144,11976,11879,12114.5,12551.5,13119,14107,14954,15424,15696,15850,15869,15801.5,15856.5,16068.5,16298.5,16887,17692.5,17454,16678.5,15590
10/13/03,14406,13538,12993.5,12713.5,12585.5,12780.5,13731.5,15631,16864,17532,18115,18581,18712.5,18710,18737,18676.5,18618.5,18588.5,18515.5,18895,19582,19029.5,18006,16469.5
10/14/03,14976.5,13819,13216,12939.5,12839.5,13130.5,14240,16536.5,17839.5,18042,18288.5,18618.5,18694,18698.5,18734.5,18630.5,18572,18741.5,18890.5,19528,19812,19293.5,18287.5,16747
10/15/03,15212,14082,13459,13150,13018.5,13253,14323.5,16592,17959,18210.5,18348.5,18546.5,18435.5,18276,18169,18074,17944,17913,17996,18681.5,19394,19042.5,18188,16675.5
10/16/03,15170.5,14170.5,13656.5,13357,13365.5,13640,14872,17177.5,18374.5,18462,18553,18679,18608.5,18489,18492,18322,18193.5,18218.5,18398,19108,19431.5,18897.5,17954,16548.5
10/17/03,15247.5,14214.5,13515.5,13200,13103,13350,14448,16577.5,17849.5,18290.5,18519,18714.5,18662.5,18487.5,18377,18160,17976,18051,18219.5,18786,18774,18253.5,17526.5,16416.5
10/18/03,15152.5,14039.5,13448.5,13100.5,12941.5,13009,13374.5,14254.5,15152.5,16095,16665.5,16773,16550,16229,15870,15539,15390.5,15393,15628,16540.5,17176.5,16946.5,16431,15626.5
10/19/03,14612,13693.5,13053.5,12657,12502,12489,12689,13218.5,13870.5,14740.5,15445,15759,15799,15708.5,15523,15296.5,15169,15326,15699,16777.5,17589.5,17371,16649,15559
10/20/03,13921.5,13583.5,13242.5,13119.5,13175,13569.5,14882,17354.5,18802,18932,18868,18790,18640,18449.5,18337.5,18158.5,18006.5,17985.5,18119,19020.5,19568.5,19099.5,18141.5,16608
10/21/03,15102.5,13970,13404,13231.5,13074,13360,14504,16786.5,18122,18237,18428,18641,18632,18606,18633,18546.5,18403.5,18475,18744,19525,19693.5,19135,18112,16529
10/22/03,15011,13951,13323,13009,12930.5,13197,14354,16681,18108,18301.5,18518,18569,18611.5,18487,18452,18274,18194.5,18355,18708.5,19597,19996,19585,18760.5,17368.5
10/23/03,15920,14908.5,14303.5,14104.5,14056.5,14377.5,15603,18023,19372,19486.5,19470.5,19503.5,19440,19309,19208,19015.5,18875,19015.5,19295,20277,20786.5,20321,19543.5,18151
10/24/03,16688,15633,15142,14960.5,14978,15338,16574,18902.5,20222.5,20153.5,19855.5,19572.5,19226.5,18893,18624.5,18304,18071.5,17917.5,17991,18889,19260,18921.5,18344.5,17354
10/25/03,16144,15061.5,14640,14317,14229,14364,14806.5,15608,16462,17253,17585.5,17406,17005.5,16584,16134.5,15734.5,15602,15650.5,16032.5,17115.5,17320.5,16987.5,16442,15604
10/26/03,14618,13662,,12334,12243,12253.5,12573,13113,14031,15079,15721,15896,15912,15894.5,15766.5,15681.5,15841.5,16448,17767,17972.5,17707.5,17193,16328,15162
10/27/03,14067.5,13314.5,12936,12740,12707,13079,14322,16598,17998,18526.5,18997,19325.5,19372.5,19340.5,19280,19151.5,19165.5,19501,20392.5,20403,19930,19282.5,18227,16737
10/28/03,15252.5,14356.5,13952,13768,13807.5,14211,15547.5,17769.5,18768.5,18821,18801,18800,18638,18471,18475,18304.5,18330,18969.5,20204,20286,19931,19358.5,18323,16834
10/29/03,15399,14415,13910,13627,13616,13952,15118.5,17461,18706.5,18985,19069,19218.5,19099.5,18965,18881,18730,18681,19103.5,20299,20569,20179.5,19713,18772.5,17331
10/30/03,15799.5,14832.5,14380,14254,14297.5,14752,16030,18135,19093,18981.5,18946,18893,18756.5,18521,18477.5,18321,18115.5,18333.5,19635,19952,19683.5,19167.5,18351,16914.5
10/31/03,15414,14050,13884,13707.5,13671.5,14054.5,15283,17323.5,18318.5,18474,18491,18605.5,18611.5,18473.5,18400.5,18151,18075.5,18228.5,19126.5,18808,18196,17744.5,16947.5,15871.5
11/1/03,14587,13593.5,13038.5,12725,12616,12681.5,13090,13699,14533,15574.5,16265.5,16636,16661.5,16570,16430.5,16280.5,16119.5,16449,17793.5,17880,17478.5,16999,16277,15268.5
11/2/03,14165.5,13184,12553.5,12166,11970,11931,12109,12447,13076.5,14244,15086.5,15528.5,15791.5,15983,16000.5,15916,16006.5,16443.5,17879.5,18188,17817.5,17313,16518.5,15335
11/3/03,14081,13189.5,12707,12477.5,12492,12822.5,13988.5,16128,17448,18081,18586.5,19098.5,19320.5,19522.5,19768.5,19720,19534.5,19603.5,20709,20873,20335.5,19574.5,18396.5,16732
11/4/03,15134,14021.5,13398,13104.5,12992,13270,14419,16428,17550.5,18133,18491,18818,19077.5,19159.5,19236,19143,19030,19298,20357.5,20423,20043.5,19334.5,18274.5,16671.5
11/5/03,15219.5,14100,13520,13227.5,13123,13427.5,14522,16720.5,18062.5,18588,18896,19253.5,19429,19362.5,19404,19259.5,19170.5,19767.5,20782.5,20695,20226.5,19598,18558.5,17042.5
11/6/03,15526.5,14411.5,13782,13452,13311.5,13576,14729,16810,18051,18568,18934,19167.5,19185,19169,19155.5,18977.5,18963.5,19516.5,20380,20257.5,19897,19208,18199,16751.5
